"places";"postcode"
"Kolberg,Prieros,Streganz";"15752"
"Kolbermoor,Kolbermoor";"83059"
"Kolbingen";"78600,78600"
"Kolkwitz";"03099,03099"
"Kollmar,Pagensand";"25377"
"Kollnburg";"94262,94262"
"Kollow";"21527,21493"
"Kollweiler,Kottweiler-Schwanden,Niedermohr,Niederstaufenbach,Oberstaufenbach,Reichenbach-Steegen,Steinwenden";"66879"
"Köln";"50667,50668,50670,50672,50674,50676,50677,50678,50679,50733,50735,50737,50739,50765,50767,50769,50823,50825,50827,50829,50858,50859,50931,50933,50935,50937,50939,50968,50969,50996,50997,50999,51061,51063,51065,51067,51069,51103,51105,51107,51109,51143,51145,51147,51149,51467"
"Köngen";"73257,73257"
"Königheim";"97953,97953"
"Königs Wusterhausen,Krummensee,Schenkendorf,Zeesen";"15711"
"Königsbach-Stein";"75203,75203"
"Königsbronn";"89551,89551"
"Königsbrunn";"86343,86343"
"Königsdorf";"82549,82549"
"Königseggwald";"88376,88376"
"Königsfeld";"78126,96167,53426"
"Königshain,Markersdorf,Neißeaue,Schöpstal";"02829"
"Königsheim";"78598,78598"
"Königsmoos";"86669,86669"
"Königstein";"61462,92281,01824"
"Königswalde,Leubnitz,Werdau";"08412"
"Königswartha,Neschwitz,Puschwitz";"02699"
"Königswill,Schleswig";"24837"
"Königswinter";"53639,53639"
"Konnersreuth";"95692,95692"
"Konradsreuth";"95176,95176"
"Konstanz";"78462,78464,78467,78465"
"Konz";"54329,54329"
"Köppelmühle,Markt Schwaben,Ottenhofen";"85570"
"Korb";"71404,71404"
"Korbetha,Schkopau";"06258"
"Kordel";"54306,54306"
"Körle";"34327,34327"
"Kornbach,Leubnitz,Mehltheuer,Rodau,Schönberg";"08539"
"Körner,Weinbergen";"99998"
"Korntal-Münchingen";"70825,70825"
"Kornwestheim";"70806,70806"
"Korschenbroich";"41352,41352"
"Kösching,Köschinger Waldhaus";"85092"
"Koserow,Loddin,Ückeritz,Zempin";"17459"
"Kößlarn";"94149,94149"
"Köthen";"06366,06366"
"Kottenheim";"56736,56736"
"Kottgeisering";"82288,82288"
"Kötz";"89359,89359"
"Kotzenbüll,Tönning";"25832"
"Kötzting";"93444,93444"
"Kraak,Lübesse,Rastow,Sülstorf,Uelitz";"19077"
"Krackow,Ladenthin,Nadrensee";"17329"
"Kraftisried,Unterthingau";"87647"
"Kraiburg";"84559,84559"
"Kraichtal";"76703,76703"
"Krailling,Planegg";"82152"
"Kranenburg";"47559,21726"
"Kranzberg";"85402,85402"
"Krauchenwies";"72505,72505"
"Krauschwitz,Weißkeißel";"02957"
"Krautenberg,Ottobeuren,Schochen";"87724"
"Krautheim";"74238,99439"
"Krefeld";"47798,47799,47800,47802,47803,47804,47805,47807,47809,47829,47839,47798,47799,47800,47802,47803,47804,47805,47807,47809,47829,47839"
"Kreiensen";"37547,37547"
"Kreimbach-Kaulbach";"67757,67757"
"Krems II,Travenhorst,Wensin";"23827"
"Kressbronn,Reichen,Wiesach";"88079"
"Krettenhof,Krettenhof,Schützenhof,Wäschenbeuren";"73116"
"Kretz";"56630,56630"
"Kretzhaus,Vettelschoß";"53560"
"Kreuth";"83708,83708"
"Kreuzau";"52372,52372"
"Kreuztal";"57223,57223"
"Kreuzwertheim";"97892,97892"
"Krickenbach,Ländlerhof";"67706"
"Kriegsfeld";"67819,67819"
"Kriftel";"65830,65830"
"Krina,Mühlbeck,Plodda,Pouch,Rösa,Schlaitz,Schwemsal,Söllichau,Tornau";"06774"
"Kritzmow,Stäbelow";"18198"
"Krogaspe,Loop,Timmaspe";"24644"
"Krombach";"63829,37308"
"Kronau";"76709,76709"
"Kronberg";"61476,83546"
"Kronburg";"87758,87758"
"Kröning";"84178,84178"
"Kronshagen";"24119,24119"
"Kröppelshagen-Fahrendorf";"21529,21529"
"Kröv";"54536,54536"
"Kruft";"56642,56642"
"Krumbach";"86381,86381"
"Krummendeich";"21732,21732"
"Krummennaab";"92703,92703"
"Krummhörn";"26736,26736"
"Krün";"82494,82494"
"Kuchen";"73329,73329"
"Kuddewörde";"22958,22958"
"Kuhardt";"76773,76773"
"Kühbach";"86556,86556"
"Kühlenthal,Westendorf";"86707"
"Kühlungsborn";"18225,18225"
"Kühnhaide,Marienberg,Pobershau,Reitzenhain,Satzung";"09496"
"Kükels,Wittenborn";"23829"
"Kulmain";"95508,95508"
"Kulmbach";"95326,95326"
"Külsheim";"97900,97900"
"Kumhausen,Landshut,Seepoint";"84036"
"Kummerfeld";"25495,24626,24626"
"Kümmersbruck";"92245,92245"
"Kunreuth,Steingraben";"91358"
"Künzell";"36093,36093"
"Künzing";"94550,94550"
"Kupferberg";"95362,95362"
"Kupferzell";"74635,74635"
"Kuppenheim";"76456,76456"
"Küps";"96328,96328"
"Kürnach";"97273,97273"
"Kürnbach";"75057,75057"
"Kurort Jonsdorf";"02796,02796"
"Kurort Oberwiesenthal";"09484,09484"
"Kurort Oybin,Luftkurort Lückendorf";"02797"
"Kurort Volkersdorf,Moritzburg,Reichenberg";"01468"
"Kürten";"51515,51515"
"Kurtschlag,Vogelsang,Wesendorf,Zehdenick";"16792"
"Küssaberg";"79790,79790"
"Küsten";"29482,29482"
"Kusterdingen";"72127,72127"
"Kutenholz";"27449,27449"
"Kutzenhausen";"86500,86500"
"Laatzen";"30880,30880"
"Laberweinting";"84082,84082"
"Lachen";"87760,87760"
"Lachendorf";"29331,29331"
"Ladbergen";"49549,49549"
"Ladenburg";"68526,68526"
"Laer";"48366,49196,49196"
"Lage";"32791,49828"
"Lägerdorf,Rethwisch";"25566"
"Lähden";"49774,49774"
"Lahn,Vrees,Werlte";"49757"
"Lahnau";"35633,35633"
"Lahnstein";"56112,56112"
"Lahntal,Michelbacher Mühle,Michelbacher Mühle";"35094"
"Lahr";"77933,56288"
"Lahstedt";"31246,31246"
"Laichingen";"89150,89150"
"Lalendorf,Langhagen,Mamerow,Vietgest,Wattmannshagen";"18279"
"Lam";"93462,93462"
"Lambrechtshagen,Rostock";"18069"
"Lambsheim";"67245,67245"
"Lamerdingen";"86862,86862"
"Lammershagen,Martensrade,Mucheln,Selent";"24238"
"Lamspringe,Neuhof,Wöllersheim";"31195"
"Landau,Leinsweiler,Modenbacherhof,Ranschbach";"76829"
"Landau";"94405,76829"
"Landensberg";"89361,89361"
"Landesbergen";"31628,31628"
"Landsberg";"86899,06188"
"Landsberied";"82290,82290"
"Landscheid";"54526,54526"
"Landshut";"84028,84034,84032"
"Landwehr";"31087,31087"
"Langdorf";"94264,94264"
"Langebrück,Langebrück,Liegau-Augustusbad,Schönborn,Schönborn";"01465"
"Langelsheim";"38685,38685"
"Langen";"27607,63225,16818"
"Langenaltheim";"91799,91799"
"Langenargen";"88085,88085"
"Langenau";"09636,09636"
"Langenau,Nerenstetten,Öllingen,Setzingen,Wettingen";"89129"
"Langenbach";"85416,57537"
"Langenberg";"33449,76744"
"Langenbernsdorf";"08428,08428"
"Langenbrettach";"74243,74243"
"Langenburg";"74595,74595"
"Langendorf";"29484,06667"
"Langenenslingen";"88515,88515"
"Langeneß";"25863"
"Langenfeld";"40764,91474,56729"
"Langenhagen";"30851,30853,30855,19399"
"Langenhessen";"08439,08439"
"Langenlonsheim";"55450,55450"
"Langenmosen";"86571,86571"
"Langenneufnach";"86863,86863"
"Langenreichenbach,Pflückuff,Schildau";"04889"
"Langensendelbach";"91094,91094"
"Langensteinbach,Narsdorf,Rathendorf";"04657"
"Langenweißbach,Wildenfels";"08134"
"Langenzenn";"90579,90579"
"Langeoog";"26465,26465"
"Langerringen";"86853,86853"
"Langerwehe";"52379,52379"
"Langerwisch,Wilhelmshorst";"14557"
"Langfurth";"91731,91731"
"Langgöns";"35428,35428"
"Langlingen";"29364,29364"
"Langquaid";"84085,84085"
"Langsur";"54308,54308"
"Langwedel";"24631,27299,24631,27299"
"Langweid";"86462,86462"
"Langweiler,Merzweiler,Unterjeckenbach";"67746"
"Langwiederberg,Reitmehring,Wasserburg";"83512"
"Lappersdorf";"93138,93138"
"Lärz,Rechlin";"17248"
"Lasel,Nimshuscheid,Wawern";"54612"
"Lastrup";"49688,49688"
"Laubach";"35321,56288"
"Lauben";"87493,87761,87493,87761"
"Lauberhof,Wattenheim";"67319"
"Laubusch,Lauta,Leippe-Torno";"02991"
"Lauchheim";"73466,73466"
"Lauchringen";"79787,79787"
"Lauda-Königshofen";"97922,97922"
"Laudenbach";"69514,63925"
"Lauenförde";"37697,37697"
"Lauenhagen";"31714,31714"
"Lauf";"77886,91207,77886,91207"
"Laufach,Weiberhof";"63846"
"Laufen";"83410,83410"
"Laufenburg";"79725,79725"
"Lauffen";"74348,74348"
"Laugna";"86502,86502"
"Lauingen";"89415,89415"
"Laupheim";"88471,88471"
"Lautenbach";"77794,77794"
"Lauter";"08312,96169,83362"
"Lauterbach";"36341,99826"
"Lauterbach,Schloßhof,Wolfsbühl";"78730"
"Lauterhofen";"92283,92283"
"Lauterstein";"73111,73111"
"Lautertal";"36369,64686,96486,36369,64686,96486"
"Lautrach";"87763,87763"
"Lebach";"66822,66822"
"Lechbruck";"86983,86983"
"Leer";"26789,26789"
"Leese";"31633,31633"
"Leezdorf,Marienhafe,Osteel,Rechtsupweg,Upgant-Schott,Wirdum";"26529"
"Legau";"87764,87764"
"Legden";"48739,48739"
"Lehenfeld,Silberhälden,Tamm";"71732"
"Lehesten";"07349,07778"
"Lehnitz";"16565,16565"
"Lehrberg";"91611,91611"
"Lehre";"38165,38165"
"Lehrensteinsfeld";"74251,74251"
"Lehrte";"31275,31275"
"Leiblfing";"94339,94339"
"Leichlingen";"42799,42799"
"Leidersbach";"63849,63849"
"Leiferde";"38542,38542"
"Leimen";"69181,66978"
"Leimersheim";"76774,76774"
"Leinach";"97274,97274"
"Leinburg";"91227,91227"
"Leinfelden-Echterdingen";"70771,70771"
"Leingarten";"74211,74211"
"Leipheim";"89340,89340"
"Leipzig";"04103,04105,04107,04109,04129,04155,04157,04158,04159,04177,04178,04179,04205,04207,04209,04229,04249,04275,04277,04279,04288,04289,04299,04315,04316,04317,04318,04319,04328,04329,04347,04349,04356,04357,04103,04105,04107,04109,04129,04155,04157,04158,04159,04177,04178,04179,04205,04207,04209,04229,04249,04275,04277,04279,04288,04289,04299,04315,04316,04317,04318,04319,04328,04329,04347,04349,04356,04357"
"Lemberg";"66969,66969"
"Lemgo";"32657,32657"
"Lemgow";"29485,29485"
"Lemwerder";"27809,27809"
"Lengdorf";"84435,84435"
"Lengede";"38268,38268"
"Lengefeld";"09514,99976"
"Lengenfeld,Schönbrunn,Waldkirchen";"08485"
"Lengenwang";"87663,87663"
"Lengerich";"49525,49838"
"Lenggries";"83661,83661"
"Lennestadt";"57368,57368"
"Lenningen";"73252,73252"
"Lenting";"85101,85101"
"Lenzkirch";"79853,79853"
"Leonberg";"71229,71229"
"Leonberg,Mitterteich";"95666"
"Leopoldshöhe";"33818,33818"
"Leuchtenberg";"92705,92705"
"Leun";"35638,35638"
"Leuna,Spergau";"06237"
"Leupoldsgrün";"95191,95191"
"Leutenbach";"71397,91359,71397,91359"
"Leutersdorf,Spitzkunnersdorf";"02794"
"Leutershausen";"91578,91578"
"Leutesdorf";"56599,56599"
"Leutkirch";"88299,88299"
"Leverkusen";"51371,51373,51375,51377,51379,51381,51371,51373,51375,51377,51379,51381"
"Lich";"35423,35423"
"Lichte,Piesau,Reichmannsdorf,Schmiedefeld";"98739"
"Lichtenau";"09244,33165,77839,91586,08318"
"Lichtenberg,Ohorn,Pulsnitz,Röderhäuser";"01896"
"Lichtenberg";"09638,95192,16818"
"Lichtenberg,Tornowhof,Triepkendorf";"17259"
"Lichtenberg,Maxberg,Solnhofen";"91807"
"Lichtenfels";"35104,96215,35104,96215"
"Lichtenstein";"09350,72805,09350,72805"
"Lichtentanne,Schönfels";"08115"
"Lichtenwald";"73669,73669"
"Liebenau";"31618,34396,01778"
"Liebenburg";"38704,38704"
"Liederbach";"65835,65835"
"Lienen";"49536,49536"
"Lieshöfe,Neufra,Stollbeck";"72419"
"Lilienthal";"28865,28865"
"Limbach";"74838,57629"
"Limburg";"65549,65550,65551,65552,65553,65554,65555,65556,65549,65550,65551,65552,65553,65554,65555,65556"
"Limburgerhof";"67117,67117"
"Limeshain";"63694,63694"
"Linau";"22959,22959"
"Lindberg,Schwellhäusl,Zwiesel";"94227"
"Lindchen,Lubochow,Neupetershain,Ressen";"03103"
"Linden";"35440,98646"
"Linden,Spiegelau";"94518"
"Lindenberg";"67473,88161,19322"
"Lindenfels";"64678,64678"
"Lindern";"49699,49699"
"Lindlar";"51789,51789"
"Lingen";"49808,49809,49811,49808,49809,49811"
"Lingenfeld";"67360,67360"
"Linkenbach,Urbach";"56317"
"Linkenheim-Hochstetten";"76351,76351"
"Linkersbaindt,Schmalzmühle,Wassertrüdingen";"91717"
"Linnich";"52441,52441"
"Linsburg";"31636,31636"
"Linsengericht,Tannengrundhof,Weißkirchhof";"63589"
"Linz,Ockenfels";"53545"
"Lippetal";"59510,59510"
"Lippstadt";"59555,59556,59557,59558,59555,59556,59557,59558"
"Lisberg,Priesendorf";"96170"
"Litzendorf";"96123,96123"
"Lobbach";"74931,74931"
"Löchgau";"74369,74369"
"Löderburg";"39446,39446"
"Loffenau";"76597,76597"
"Löffingen";"79843,79843"
"Lohberg";"93470,93470"
"Lohfelden";"34253,34253"
"Lohkirchen,Neumarkt-Sankt Veit,Niederbergkirchen,Niedertaufkirchen";"84494"
"Lohmar";"53797,53797"
"Lohmen";"01847,18276"
"Löhnberg";"35792,35792"
"Lohne";"49393,49393"
"Löhne";"32584,32584"
"Lohnsfeld";"67727,67727"
"Lohr";"97816,97816"
"Lohra";"35102,35102"
"Loiching";"84180,84180"
"Loitzendorf";"94359,94359"
"Lollar";"35457,35457"
"Longen,Schweich";"54338"
"Löningen";"49624,49624"
"Lonnerstadt";"91475,91475"
"Lonsee";"89173,89173"
"Loose";"24366,16259"
"Lorch,Sauerthal";"65391"
"Lörrach";"79539,79540,79541,79539,79540,79541"
"Lorsch";"64653,64653"
"Lorup,Rastdorf";"26901"
"Losheim";"66679,66679"
"Loßburg,Schwenkenhof";"72290"
"Lößnitz";"08294,08294"
"Lotte";"49504,49504"
"Lottstetten";"79807,79807"
"Löwenstedt";"25864,25864"
"Löwenstein";"74245,74245"
"Loxstedt";"27612,27612"
"Lübbecke";"32312,32312"
"Lübben";"15907,15907"
"Lübbow";"29488,29488"
"Lübeck";"23552,23554,23556,23558,23560,23562,23564,23566,23568,23569,23570,23552,23554,23556,23558,23560,23562,23564,23566,23568,23569,23570"
"Lüchow";"29439,23898"
"Lucka";"04613,07616"
"Luckau";"29487,15926"
"Luckenwalde,Lüdersdorf,Lühsdorf,Wiesenhagen";"14943"
"Lüdenscheid";"58507,58509,58511,58513,58515,58507,58509,58511,58513,58515"
"Lüder";"29394,29394"
"Lüdersfeld";"31702,31702"
"Lüdinghausen";"59348,59348"
"Ludwigsburg";"71634,71636,71638,71640,71642,17291"
"Ludwigschorgast";"95364,95364"
"Ludwigshafen";"67059,67061,67063,67065,67067,67069,67071,78351,78351"
"Ludwigsstadt";"96337,96337"
"Lüerdissen";"37635,37635"
"Lug,Vachendorf";"83377"
"Lügde";"32676,32676"
"Luhden";"31711,31711"
"Luhe-Wildenau";"92706,92706"
"Luisenthal,Ohrdruf,Wölfis";"99885"
"Lülsfeld";"97511,97511"
"Lüneburg";"21335,21337,21339,21335,21337,21339"
"Lüneburg,Reppenstedt,Reppenstedt";"21391"
"Lünen";"44532,44534,44536,44532,44534,44536"
"Lünne,Schapen,Spelle";"48480"
"Lunzenau";"09328,09328"
"Lupburg,Parsberg";"92331"
"Lustadt";"67363,67363"
"Lutherstadt Wittenberg";"06886,06886"
"Lütjensee";"22952,22952"
"Lütjenwestedt,Tackesdorf";"25585"
"Lützelbach";"64750,64750"
"Lutzingen";"89440,89440"
"Lychen,Retzow,Rutenberg";"17279"
"Maasen,Mellinghausen";"27249"
"Maasholm,Schleimünde";"24404"
"Mackenbach";"67686,67686"
"Magdeburg";"39104,39106,39108,39110,39112,39114,39116,39118,39120,39122,39124,39126,39128,39130,39104,39106,39108,39110,39112,39114,39116,39118,39120,39122,39124,39126,39128,39130"
"Magstadt";"71106,71106"
"Mahlberg";"77972,77972"
"Mahlstetten";"78601,78601"
"Mähring";"95695,95695"
"Maihingen";"86747,86747"
"Maikammer,St Martin";"67487"
"Mainaschaff";"63814,63814"
"Mainbernheim";"97350,97350"
"Mainburg";"84048,84048"
"Mainhardt";"74535,74535"
"Mainhausen";"63533,63533"
"Mainleus";"95336,95336"
"Maintal";"63477,63477"
"Mainz";"55116,55118,55120,55122,55124,55126,55127,55128,55129,55130,55131,55116,55118,55120,55122,55124,55126,55127,55128,55129,55130,55131"
"Mainz-Kastel,Mainz-Kastel";"55252"
"Mainz-Kostheim,Mainz-Kostheim";"55246"
"Maitenbeth";"83558,83558"
"Makenhof,Makenhof,Marbach";"71672"
"Malching,Rotthalmünster";"94094"
"Malgersdorf";"84333,84333"
"Mallersdorf-Pfaffenberg";"84066,84066"
"Malsburg-Marzell";"79429,79429"
"Malsch";"69254,76316,69254,76316"
"Malsfeld";"34323,34323"
"Malterdingen";"79364,79364"
"Mammelzen,Sörth";"57636"
"Mammendorf";"82291,82291"
"Mamming";"94437,94437"
"Manching";"85077,85077"
"Mandelbachtal";"66399,66399"
"Mannheim";"68159,68161,68163,68165,68167,68169,68199,68219,68229,68239,68259,68305,68307,68309,68159,68161,68163,68165,68167,68169,68199,68219,68229,68239,68259,68305,68307,68309"
"Mantel";"92708,92708"
"Manubach,Niederheimbach,Oberdiebach,Oberheimbach,Trechtingshausen,Weiler";"55413"
"Marburg";"35037,35039,35041,35043"
"March";"79232,79232"
"Margetshöchheim";"97276,97276"
"Mariaposching";"94553,94553"
"Marienhagen";"31094,31094"
"Marienheide";"51709,51709"
"Marienmünster";"37696,37696"
"Maring-Noviand";"54484,54484"
"Markdorf";"88677,88677"
"Marke,Raguhn,Retzau,Salzfurtkapelle,Schierau,Thurland,Tornau v d Heide";"06779"
"Markersbach,Pöhla,Raschau,Wolfner Mühle";"08352"
"Markertsgrün,Oberaurach";"97514"
"Markkleeberg";"04416,04416"
"Marklkofen,Wunder";"84163"
"Marklohe";"31608,31608"
"Markt Berolzheim";"91801,91801"
"Markt Bibart";"91477,91477"
"Markt Einersheim,Rödelsee,Willanzheim";"97348"
"Markt Erlbach";"91459,91459"
"Markt Indersdorf";"85229,85229"
"Markt Nordheim";"91478,91478"
"Markt Rettenbach";"87733,87733"
"Markt Taschendorf";"91480,91480"
"Markt Wald";"86865,86865"
"Marktbergel";"91613,91613"
"Marktbreit,Martinsheim,Segnitz";"97340"
"Marktgraitz,Redwitz";"96257"
"Marktleugast";"95352,95352"
"Marktleuthen";"95168,95168"
"Marktoberdorf,Wald";"87616"
"Marktoffingen";"86748,86748"
"Marktredwitz,Silberhaus";"95615"
"Marktrodach";"96364,96364"
"Marktschellenberg";"83487,83487"
"Marktschorgast";"95509,95509"
"Marktsteft,Obernbreit,Seinsheim";"97342"
"Marktzeuln";"96275,96275"
"Marl";"45768,45770,45772,49448"
"Marloffstein,Spardorf,Uttenreuth";"91080"
"Marlow";"18337,18337"
"Marpingen";"66646,66646"
"Marsberg";"34431,34431"
"Marschacht";"21436,21436"
"Martfeld,Schwarme";"27327"
"Martinstein,Merxheim,Weiler";"55627"
"Marxen";"21439,21439"
"Marxheim";"86688,86688"
"Marzling";"85417,85417"
"Maselheim";"88437,88437"
"Maßbach,Thundorf";"97711"
"Massenbachhausen";"74252,74252"
"Massing";"84323,84323"
"Maßweiler";"66506,66506"
"Mastershausen";"56869,56869"
"Mauer";"69256,69256"
"Mauern";"85419,85419"
"Mauerstetten";"87665,87665"
"Maulbronn";"75433,75433"
"Maulburg";"79689,79689"
"Mauth";"94151,94151"
"Mauthaus,Steinwiesen";"96349"
"Maxdorf";"67133,67133"
"Maxhütte-Haidhof";"93142,93142"
"Mayschoß";"53508"
"Mechernich";"53894,53894"
"Mechtersen";"21358,21358"
"Meckenbeuren,Meckenbeuren";"88074"
"Meckenheim";"53340,67149,53340,67149"
"Meckesheim";"74909,74909"
"Medebach";"59964,59964"
"Medlingen";"89441,89441"
"Meeder";"96484,96484"
"Meerbeck";"31715,31715"
"Meerbusch";"40667,40668,40670,40667,40668,40670"
"Megesheim";"86750,86750"
"Mehlbach";"67735,67735"
"Mehlingen";"67678,67678"
"Mehlmeisel";"95694,95694"
"Mehring";"54346,84561,54346,84561"
"Mehrstetten";"72537,72537"
"Meine";"38527,38527"
"Meinersen";"38536,38536"
"Meinerzhagen";"58540,58540"
"Meinhard";"37276,37276"
"Meinheim";"91802,91802"
"Meisenheim";"55590,55590"
"Meißen";"01662,01662"
"Meißenheim";"77974,77974"
"Meißner";"37290,37290"
"Meitingen";"86405,86405"
"Melle";"49324,49326,49328,49324,49326,49328"
"Mellrichstadt";"97638,97638"
"Melsungen";"34212,34212"
"Memmelsdorf";"96117,96117"
"Memmingen";"87700,87700"
"Memmingerberg";"87766,87766"
"Menden";"58706,58708,58710,58706,58708,58710"
"Mendig,Thür";"56743"
"Mengen";"88512,88512"
"Mengersgereuth-Hämmern";"96529,96529"
"Mengerskirchen";"35794,35794"
"Mengkofen";"84152,84152"
"Menningen,Minden,Ralingen";"54310"
"Menslage";"49637,49637"
"Meppen";"49716,49716"
"Merching";"86504,86504"
"Merchweiler";"66589,66589"
"Merdingen";"79291,79291"
"Merenberg";"35799,35799"
"Mering";"86415,86415"
"Merkendorf";"91732,07950"
"Merklingen";"89188,89188"
"Mertendorf,Schkölen,Stünzmühle";"07619"
"Mertesdorf";"54318,54318"
"Mertingen";"86690,86690"
"Mertloch,Naunheim,Nettemühle,Pillig,Schloßhof,Trimbs,Welling";"56753"
"Merzen,Neuenkirchen";"49586"
"Merzenich";"52399,52399"
"Merzhausen";"79249,79249"
"Merzig";"66663,66663"
"Meschede";"59872,59872"
"Mespelbrunn";"63875,63875"
"Messel,Messel";"64409"
"Meßkirch,Sauldorf";"88605"
"Meßstetten";"72469,72469"
"Metelen";"48629,48629"
"Mettenheim";"67582,84562,67582,84562"
"Mettingen";"49497,49497"
"Mettlach";"66693,66693"
"Mettmann";"40822,40822"
"Metzels,Rippershausen,Wallbach,Walldorf";"98639"
"Metzingen";"72555,72555"
"Meuselwitz,Wintersdorf";"04610"
"Michelau";"96247,97513,96247,97513"
"Michelbach an der Bilz";"74544,74544"
"Michelsneukirchen";"93185,93185"
"Michelstadt,Schimmelshütte";"64720"
"Mickhausen";"86866,86866"
"Mielkendorf,Rodenbek";"24247"
"Miersdorfer Werder,Niederlehme";"15751"
"Mietingen";"88487,88487"
"Mildstedt";"25866,25866"
"Miltach";"93468,93468"
"Miltenberg";"63897,63897"
"Mindelheim";"87719,87719"
"Mindelstetten";"93349,93349"
"Minden";"32423,32425,32427,32429,54310"
"Mintraching";"93098,93098"
"Missen-Wilhams";"87547,87547"
"Mistelbach";"95511,95511"
"Mistelgau,Schöchleinsmühle";"95490"
"Mitteleschenbach";"91734,91734"
"Mittelneufnach";"86868,86868"
"Mittelsinn";"97785,97785"
"Mittelstenahe";"21770,21770"
"Mittelstetten";"82293,82293"
"Mittenaar";"35756,35756"
"Mittenwald";"82481,82481"
"Mitterfels";"94360,94360"
"Mitterskirchen";"84335,84335"
"Mitwitz";"96268,96268"
"Möckmühl";"74219,74219"
"Modautal";"64397,64397"
"Mödingen,Wittislingen";"89426"
"Moers";"47441,47443,47445,47447,47441,47443,47445,47447"
"Mögglingen,Sixenhof";"73563"
"Möglingen";"71696,71696"
"Möhlau,Zschornewitz";"06791"
"Mohlsdorf";"07987,07987"
"Möhnesee";"59519,59519"
"Möhrendorf";"91096,91096"
"Moisburg";"21647,21647"
"Mömlingen";"63853,63853"
"Mönchberg";"63933,63933"
"Mönchengladbach";"41061,41063,41065,41066,41068,41069,41169,41179,41189,41199,41236,41238,41239,41061,41063,41065,41066,41068,41069,41169,41179,41189,41199,41236,41238,41239"
"Mönchsdeggingen";"86751,86751"
"Mönchsroth";"91614,91614"
"Mönchweiler";"78087,78087"
"Monheim";"40789,86653"
"Mönkeberg";"24248,24248"
"Monschau";"52156,52156"
"Monsheim";"67590,67590"
"Mönsheim";"71297,71297"
"Montabaur";"56410,56410"
"Moorenweis";"82272,82272"
"Moos";"78345,94554,83739"
"Moosach";"85665,85665"
"Moosbach";"92709,92709"
"Moosburg,Wang";"85368"
"Moosinning";"85452,85452"
"Mooswiese,Spraitbach,Stutzenklinge";"73565"
"Mörfelden-Walldorf";"64546,64546"
"Morgenitz,Rankwitz,Stolpe,Usedom";"17406"
"Morgenröthe-Rautenkranz,Tannenbergsthal";"08262"
"Moringen";"37186,37186"
"Mörlen,Nauroth";"57583"
"Mörlenbach";"69509,69509"
"Mörnsheim";"91804,91804"
"Morsbach";"51597,51597"
"Morschen";"34326,34326"
"Mosbach";"74821,74821"
"Moselkern,Müden";"56254"
"Mossautal";"64756,64756"
"Mössingen";"72116,72116"
"Motten";"97786,97786"
"Möttingen";"86753,86753"
"Mötzing";"93099,93099"
"Mötzingen";"71159,71159"
"Much";"53804,53804"
"Mücheln";"06249,06249"
"Mücke";"35325,35325"
"Mudau";"69427,69427"
"Müden";"38539,56254"
"Mügeln,Naundorf,Salbitz,Sornzig-Ablaß";"04769"
"Muggensturm";"76461,76461"
"Mühlacker";"75417,75417"
"Mühlau";"09241,09241"
"Mühldorf";"84453,84453"
"Mühlenbach";"77796,77796"
"Mühlenbeck,Schönfließ";"16567"
"Mühlhausen";"69242,73347,92360,96172,99974"
"Mühlhausen-Ehingen";"78259,78259"
"Mühlheim";"63165,78570,63165,78570"
"Mühlingen";"78357,78357"
"Mühltal";"64367,64367"
"Muhr";"91735,91735"
"Mulfingen";"74673,73575"
"Mülheim";"45468,45470,45472,45473,45475,45476,45478,45479,45481,54486,45468,45470,45472,45473,45475,45476,45478,45479,45481,54486"
"Mülheim-Kärlich";"56218,56218"
"Müllheim";"79379,79379"
"Mülsen";"08132,08132"
"Münchberg";"95213,95213"
"München";"80331,80333,80335,80336,80337,80339,80469,80538,80539,80634,80636,80637,80638,80639,80686,80687,80689,80796,80797,80798,80799,80801,80802,80803,80804,80805,80807,80809,80933,80935,80937,80939,80992,80993,80995,80997,80999,81241,81243,81245,81247,81369,81371,81373,81375,81377,81379,81475,81476,81477,81479,81539,81541,81543,81545,81547,81549,81667,81669,81671,81673,81675,81677,81679,81735,81737,81739,81825,81827,81829,81925,81927,81929,85356"
"München,Streiflach";"81249"
"Münchhausen";"35117,03238"
"Münchsmünster";"85126,85126"
"Münchsteinach";"91481,91481"
"Münchweiler,Ständehof";"66981"
"Münchweiler";"67728,76857"
"Mundelsheim";"74395,74395"
"Münnerstadt";"97702,97702"
"Munningen";"86754,86754"
"Münsing";"82541,82541"
"Munster";"29633,29633"
"Münster";"48143,48145,48147,48149,48151,48153,48155,48157,48159,48161,48163,48165,48167,64839,86692,55583,55583"
"Münsterdorf";"25587,25587"
"Münsterhausen";"86505,86505"
"Münster-Sarmsheim";"55424,55424"
"Münsterschwarzach Abtei,Schwarzach";"97359"
"Münstertal";"79244,79244"
"Münzenberg";"35516,35516"
"Murg";"79730,79730"
"Müssen,Schulendorf,Tramm,Woltersdorf";"21516"
"Mutlangen";"73557,73557"
"Mutterstadt";"67112,67112"
"Mutzschen";"04688,04688"
"Mylau";"08499,08499"
"Nabburg";"92507,92507"
"Nachrodt-Wiblingwerde,Nachrodt-Wiblingwerde";"58769"
"Nachterstedt";"06469,06469"
"Nackenheim";"55299,55299"
"Nackterhof,Tiefenthal";"67311"
"Nagel";"95697,95697"
"Nagold";"72202,72202"
"Nagoldtal,Untere Mühle,Unterreichenbach";"75399"
